Food_ID,Name,C_Type,Veg_Non,Describe,combined_features
1698,Egg Stir fry,Chinese,Non-Veg,egg soup garlic capsicum carrot pepper butter olive oil,Egg Stir fry egg soup garlic capsicum carrot pepper butter olive oil
1699,Paneer Stir fry,American,Veg,paneer bread spinach onion capsicum soy sauce pepper turmeric,Paneer Stir fry paneer bread spinach onion capsicum soy sauce pepper turmeric
1700,Tofu Soup,American,Veg,tofu rice ginger peas capsicum coriander pepper soy sauce,Tofu Soup tofu rice ginger peas capsicum coriander pepper soy sauce
1701,Mushroom Stir fry,Japanese,Veg,mushroom salad onion spinach tomato coriander chili pepper,Mushroom Stir fry mushroom salad onion spinach tomato coriander chili pepper
1702,Beans Biryani,Mexican,Veg,beans wrap tomato peas capsicum cumin chili olive oil,Beans Biryani beans wrap tomato peas capsicum cumin chili olive oil
1703,Tofu Gravy,Chinese,Veg,tofu bread spinach carrot capsicum salt turmeric butter,Tofu Gravy tofu bread spinach carrot capsicum salt turmeric butter
1704,Tofu Fried rice,Thai,Veg,tofu pasta carrot spinach peas coriander olive oil butter,Tofu Fried rice tofu pasta carrot spinach peas coriander olive oil butter
1705,Fish Biryani,Italian,Non-Veg,fish noodles garlic capsicum onion pepper salt coriander,Fish Biryani fish noodles garlic capsicum onion pepper salt coriander
1706,Prawn Biryani,Thai,Non-Veg,prawn soup spinach peas garlic chili coriander turmeric,Prawn Biryani prawn soup spinach peas garlic chili coriander turmeric
1707,Tofu Gravy,Mexican,Veg,tofu soup onion peas tomato pepper olive oil coriander,Tofu Gravy tofu soup onion peas tomato pepper olive oil coriander
1708,Chickpeas Soup,Italian,Veg,chickpeas noodles tomato garlic onion turmeric soy sauce olive oil,Chickpeas Soup chickpeas noodles tomato garlic onion turmeric soy sauce olive oil
1709,Mushroom Fried rice,Thai,Veg,mushroom soup capsicum ginger peas turmeric soy sauce coriander,Mushroom Fried rice mushroom soup capsicum ginger peas turmeric soy sauce coriander
1710,Paneer Noodle bowl,Indian,Veg,paneer pasta capsicum tomato onion pepper soy sauce olive oil,Paneer Noodle bowl paneer pasta capsicum tomato onion pepper soy sauce olive oil
1711,Paneer Fried rice,Italian,Veg,paneer pasta carrot capsicum spinach olive oil salt butter,Paneer Fried rice paneer pasta carrot capsicum spinach olive oil salt butter
1712,Prawn Gravy,Chinese,Non-Veg,prawn noodles tomato peas onion pepper soy sauce turmeric,Prawn Gravy prawn noodles tomato peas onion pepper soy sauce turmeric
1713,Tofu Masala,Mexican,Veg,tofu wrap spinach carrot capsicum turmeric butter salt,Tofu Masala tofu wrap spinach carrot capsicum turmeric butter salt
1714,Chicken Fried rice,Mexican,Non-Veg,chicken noodles ginger carrot onion olive oil coriander butter,Chicken Fried rice chicken noodles ginger carrot onion olive oil coriander butter
1715,Tofu Noodle bowl,Chinese,Veg,tofu salad spinach ginger onion cumin olive oil soy sauce,Tofu Noodle bowl tofu salad spinach ginger onion cumin olive oil soy sauce
1716,Potato Biryani,Thai,Veg,potato salad garlic onion tomato cumin soy sauce turmeric,Potato Biryani potato salad garlic onion tomato cumin soy sauce turmeric
1717,Chicken Curry,Mediterranean,Non-Veg,chicken noodles capsicum ginger tomato salt chili coriander,Chicken Curry chicken noodles capsicum ginger tomato salt chili coriander
1718,Paneer Pasta bowl,Chinese,Veg,paneer bread peas tomato onion cumin chili coriander,Paneer Pasta bowl paneer bread peas tomato onion cumin chili coriander
1719,Egg Fried rice,Chinese,Non-Veg,egg wrap carrot spinach onion olive oil pepper salt,Egg Fried rice egg wrap carrot spinach onion olive oil pepper salt
1720,Mushroom Masala,Italian,Veg,mushroom noodles tomato capsicum garlic salt cumin turmeric,Mushroom Masala mushroom noodles tomato capsicum garlic salt cumin turmeric
1721,Tofu Stir fry,Thai,Veg,tofu noodles garlic peas capsicum soy sauce coriander butter,Tofu Stir fry tofu noodles garlic peas capsicum soy sauce coriander butter
1722,Beans Stir fry,Mediterranean,Veg,beans noodles garlic spinach carrot pepper coriander cumin,Beans Stir fry beans noodles garlic spinach carrot pepper coriander cumin
1723,Beans Masala,Mexican,Veg,beans noodles carrot ginger garlic turmeric salt butter,Beans Masala beans noodles carrot ginger garlic turmeric salt butter
1724,Fish Pasta bowl,American,Non-Veg,fish noodles capsicum garlic carrot salt coriander chili,Fish Pasta bowl fish noodles capsicum garlic carrot salt coriander chili
1725,Fish Pasta bowl,Mexican,Non-Veg,fish rice spinach capsicum garlic chili pepper cumin,Fish Pasta bowl fish rice spinach capsicum garlic chili pepper cumin
1726,Prawn Soup,Mediterranean,Non-Veg,prawn rice onion garlic ginger butter olive oil cumin,Prawn Soup prawn rice onion garlic ginger butter olive oil cumin
1727,Beans Biryani,Chinese,Veg,beans bread carrot onion ginger turmeric soy sauce pepper,Beans Biryani beans bread carrot onion ginger turmeric soy sauce pepper
1728,Egg Fried rice,Japanese,Non-Veg,egg soup carrot peas ginger olive oil pepper salt,Egg Fried rice egg soup carrot peas ginger olive oil pepper salt
1729,Paneer Soup,Japanese,Veg,paneer rice ginger tomato capsicum olive oil coriander chili,Paneer Soup paneer rice ginger tomato capsicum olive oil coriander chili
1730,Beans Biryani,Mexican,Veg,beans pasta ginger garlic peas pepper turmeric butter,Beans Biryani beans pasta ginger garlic peas pepper turmeric butter
1731,Mutton Biryani,Mediterranean,Non-Veg,mutton bread carrot tomato onion turmeric cumin chili,Mutton Biryani mutton bread carrot tomato onion turmeric cumin chili
1732,Mushroom Fried rice,Thai,Veg,mushroom pasta garlic ginger peas chili olive oil pepper,Mushroom Fried rice mushroom pasta garlic ginger peas chili olive oil pepper
1733,Chickpeas Fried rice,Thai,Veg,chickpeas bread carrot peas ginger cumin coriander salt,Chickpeas Fried rice chickpeas bread carrot peas ginger cumin coriander salt
1734,Lentils Soup,Indian,Veg,lentils pasta tomato ginger spinach butter cumin soy sauce,Lentils Soup lentils pasta tomato ginger spinach butter cumin soy sauce
1735,Tofu Pasta bowl,Japanese,Veg,tofu bread spinach peas tomato cumin chili salt,Tofu Pasta bowl tofu bread spinach peas tomato cumin chili salt
1736,Prawn Soup,Indian,Non-Veg,prawn noodles carrot peas onion olive oil soy sauce coriander,Prawn Soup prawn noodles carrot peas onion olive oil soy sauce coriander
1737,Fish Fried rice,American,Non-Veg,fish wrap capsicum garlic onion pepper turmeric olive oil,Fish Fried rice fish wrap capsicum garlic onion pepper turmeric olive oil
1738,Tofu Noodle bowl,Italian,Veg,tofu rice spinach tomato carrot cumin olive oil coriander,Tofu Noodle bowl tofu rice spinach tomato carrot cumin olive oil coriander
1739,Mushroom Stir fry,Mediterranean,Veg,mushroom salad ginger carrot tomato salt olive oil coriander,Mushroom Stir fry mushroom salad ginger carrot tomato salt olive oil coriander
1740,Lentils Soup,Chinese,Veg,lentils noodles garlic carrot tomato cumin turmeric salt,Lentils Soup lentils noodles garlic carrot tomato cumin turmeric salt
1741,Potato Biryani,Indian,Veg,potato wrap garlic tomato onion coriander cumin chili,Potato Biryani potato wrap garlic tomato onion coriander cumin chili
1742,Mushroom Fried rice,Chinese,Veg,mushroom rice tomato capsicum carrot olive oil pepper soy sauce,Mushroom Fried rice mushroom rice tomato capsicum carrot olive oil pepper soy sauce
1743,Egg Soup,Mediterranean,Non-Veg,egg soup onion spinach capsicum pepper olive oil butter,Egg Soup egg soup onion spinach capsicum pepper olive oil butter
1744,Mushroom Masala,American,Veg,mushroom rice ginger capsicum spinach olive oil chili butter,Mushroom Masala mushroom rice ginger capsicum spinach olive oil chili butter
1745,Tofu Fried rice,Chinese,Veg,tofu soup capsicum carrot garlic soy sauce cumin olive oil,Tofu Fried rice tofu soup capsicum carrot garlic soy sauce cumin olive oil
1746,Potato Soup,Mexican,Veg,potato rice onion carrot peas chili salt butter,Potato Soup potato rice onion carrot peas chili salt butter
1747,Egg Curry,Italian,Non-Veg,egg pasta capsicum tomato peas soy sauce cumin pepper,Egg Curry egg pasta capsicum tomato peas soy sauce cumin pepper
1748,Paneer Fried rice,Thai,Veg,paneer pasta capsicum ginger garlic coriander butter cumin,Paneer Fried rice paneer pasta capsicum ginger garlic coriander butter cumin
1749,Tofu Masala,American,Veg,tofu noodles ginger garlic onion olive oil salt pepper,Tofu Masala tofu noodles ginger garlic onion olive oil salt pepper
1750,Potato Soup,Chinese,Veg,potato rice peas carrot capsicum cumin coriander butter,Potato Soup potato rice peas carrot capsicum cumin coriander butter
1751,Mushroom Soup,Indian,Veg,mushroom soup carrot garlic ginger soy sauce cumin chili,Mushroom Soup mushroom soup carrot garlic ginger soy sauce cumin chili
1752,Mutton Fried rice,Japanese,Non-Veg,mutton soup tomato capsicum garlic salt pepper chili,Mutton Fried rice mutton soup tomato capsicum garlic salt pepper chili
1753,Prawn Stir fry,Mediterranean,Non-Veg,prawn noodles capsicum garlic onion soy sauce salt chili,Prawn Stir fry prawn noodles capsicum garlic onion soy sauce salt chili
1754,Mushroom Pasta bowl,Chinese,Veg,mushroom bread spinach garlic capsicum soy sauce chili coriander,Mushroom Pasta bowl mushroom bread spinach garlic capsicum soy sauce chili coriander
1755,Chickpeas Soup,Mexican,Veg,chickpeas wrap spinach carrot peas coriander soy sauce butter,Chickpeas Soup chickpeas wrap spinach carrot peas coriander soy sauce butter
1756,Prawn Pasta bowl,Chinese,Non-Veg,prawn rice spinach capsicum garlic salt coriander butter,Prawn Pasta bowl prawn rice spinach capsicum garlic salt coriander butter
1757,Fish Pasta bowl,Thai,Non-Veg,fish pasta spinach capsicum tomato turmeric coriander pepper,Fish Pasta bowl fish pasta spinach capsicum tomato turmeric coriander pepper
1758,Tofu Biryani,Indian,Veg,tofu bread capsicum onion ginger cumin butter pepper,Tofu Biryani tofu bread capsicum onion ginger cumin butter pepper
1759,Mutton Gravy,Indian,Non-Veg,mutton salad garlic tomato spinach olive oil cumin pepper,Mutton Gravy mutton salad garlic tomato spinach olive oil cumin pepper
1760,Mutton Gravy,Italian,Non-Veg,mutton wrap tomato ginger onion turmeric chili cumin,Mutton Gravy mutton wrap tomato ginger onion turmeric chili cumin
1761,Mutton Noodle bowl,Mexican,Non-Veg,mutton salad ginger capsicum garlic cumin chili turmeric,Mutton Noodle bowl mutton salad ginger capsicum garlic cumin chili turmeric
1762,Egg Gravy,Chinese,Non-Veg,egg rice garlic spinach onion butter cumin salt,Egg Gravy egg rice garlic spinach onion butter cumin salt
1763,Prawn Curry,Thai,Non-Veg,prawn rice capsicum garlic spinach turmeric cumin olive oil,Prawn Curry prawn rice capsicum garlic spinach turmeric cumin olive oil
1764,Mutton Stir fry,Chinese,Non-Veg,mutton bread carrot onion garlic olive oil soy sauce turmeric,Mutton Stir fry mutton bread carrot onion garlic olive oil soy sauce turmeric
1765,Fish Curry,Chinese,Non-Veg,fish wrap onion carrot spinach butter chili salt,Fish Curry fish wrap onion carrot spinach butter chili salt
1766,Chicken Soup,Japanese,Non-Veg,chicken pasta capsicum carrot onion chili salt olive oil,Chicken Soup chicken pasta capsicum carrot onion chili salt olive oil
1767,Fish Curry,Italian,Non-Veg,fish wrap spinach garlic capsicum butter coriander chili,Fish Curry fish wrap spinach garlic capsicum butter coriander chili
1768,Chicken Masala,Chinese,Non-Veg,chicken rice tomato spinach peas chili olive oil salt,Chicken Masala chicken rice tomato spinach peas chili olive oil salt
1769,Beans Curry,Mexican,Veg,beans soup garlic tomato ginger pepper olive oil coriander,Beans Curry beans soup garlic tomato ginger pepper olive oil coriander
1770,Prawn Biryani,Japanese,Non-Veg,prawn wrap capsicum garlic ginger chili cumin salt,Prawn Biryani prawn wrap capsicum garlic ginger chili cumin salt
1771,Chickpeas Pasta bowl,Indian,Veg,chickpeas rice garlic capsicum carrot salt turmeric pepper,Chickpeas Pasta bowl chickpeas rice garlic capsicum carrot salt turmeric pepper
1772,Tofu Soup,Chinese,Veg,tofu wrap carrot tomato peas turmeric pepper coriander,Tofu Soup tofu wrap carrot tomato peas turmeric pepper coriander
1773,Lentils Pasta bowl,Mediterranean,Veg,lentils wrap ginger tomato peas soy sauce salt butter,Lentils Pasta bowl lentils wrap ginger tomato peas soy sauce salt butter
1774,Paneer Soup,Indian,Veg,paneer soup garlic spinach tomato butter pepper chili,Paneer Soup paneer soup garlic spinach tomato butter pepper chili
1775,Lentils Stir fry,Thai,Veg,lentils soup peas garlic ginger chili coriander salt,Lentils Stir fry lentils soup peas garlic ginger chili coriander salt
1776,Potato Soup,Indian,Veg,potato noodles capsicum tomato carrot coriander salt chili,Potato Soup potato noodles capsicum tomato carrot coriander salt chili
1777,Potato Curry,Japanese,Veg,potato rice tomato carrot onion chili cumin turmeric,Potato Curry potato rice tomato carrot onion chili cumin turmeric
1778,Beans Pasta bowl,Mediterranean,Veg,beans pasta tomato peas carrot chili coriander butter,Beans Pasta bowl beans pasta tomato peas carrot chili coriander butter
1779,Mushroom Fried rice,Thai,Veg,mushroom noodles garlic onion capsicum pepper soy sauce salt,Mushroom Fried rice mushroom noodles garlic onion capsicum pepper soy sauce salt
1780,Mushroom Masala,Thai,Veg,mushroom bread peas ginger spinach butter cumin salt,Mushroom Masala mushroom bread peas ginger spinach butter cumin salt
1781,Fish Soup,Japanese,Non-Veg,fish salad carrot onion spinach chili salt coriander,Fish Soup fish salad carrot onion spinach chili salt coriander
1782,Lentils Gravy,Indian,Veg,lentils pasta tomato carrot spinach cumin coriander olive oil,Lentils Gravy lentils pasta tomato carrot spinach cumin coriander olive oil
1783,Potato Soup,American,Veg,potato pasta tomato peas capsicum soy sauce cumin coriander,Potato Soup potato pasta tomato peas capsicum soy sauce cumin coriander
1784,Egg Noodle bowl,Indian,Non-Veg,egg pasta tomato spinach garlic turmeric chili soy sauce,Egg Noodle bowl egg pasta tomato spinach garlic turmeric chili soy sauce
1785,Potato Pasta bowl,Mediterranean,Veg,potato soup peas garlic capsicum soy sauce turmeric salt,Potato Pasta bowl potato soup peas garlic capsicum soy sauce turmeric salt
1786,Potato Curry,Mexican,Veg,potato salad ginger onion peas chili pepper turmeric,Potato Curry potato salad ginger onion peas chili pepper turmeric
1787,Fish Noodle bowl,Italian,Non-Veg,fish noodles peas tomato ginger chili coriander turmeric,Fish Noodle bowl fish noodles peas tomato ginger chili coriander turmeric
1788,Mutton Noodle bowl,American,Non-Veg,mutton wrap capsicum tomato ginger olive oil coriander soy sauce,Mutton Noodle bowl mutton wrap capsicum tomato ginger olive oil coriander soy sauce
1789,Fish Stir fry,Indian,Non-Veg,fish noodles spinach tomato peas coriander pepper cumin,Fish Stir fry fish noodles spinach tomato peas coriander pepper cumin
1790,Beans Soup,Mediterranean,Veg,beans pasta garlic onion ginger olive oil coriander butter,Beans Soup beans pasta garlic onion ginger olive oil coriander butter
1791,Egg Biryani,Chinese,Non-Veg,egg bread tomato carrot peas salt pepper turmeric,Egg Biryani egg bread tomato carrot peas salt pepper turmeric
1792,Egg Curry,Thai,Non-Veg,egg salad tomato onion capsicum soy sauce coriander pepper,Egg Curry egg salad tomato onion capsicum soy sauce coriander pepper
1793,Egg Stir fry,Japanese,Non-Veg,egg noodles onion garlic spinach pepper salt turmeric,Egg Stir fry egg noodles onion garlic spinach pepper salt turmeric
1794,Egg Fried rice,Italian,Non-Veg,egg soup peas ginger tomato olive oil chili butter,Egg Fried rice egg soup peas ginger tomato olive oil chili butter
1795,Beans Gravy,Thai,Veg,beans rice onion carrot tomato olive oil chili salt,Beans Gravy beans rice onion carrot tomato olive oil chili salt
1796,Mushroom Stir fry,Mexican,Veg,mushroom soup ginger peas tomato coriander soy sauce pepper,Mushroom Stir fry mushroom soup ginger peas tomato coriander soy sauce pepper
1797,Tofu Pasta bowl,Thai,Veg,tofu noodles garlic ginger spinach chili turmeric salt,Tofu Pasta bowl tofu noodles garlic ginger spinach chili turmeric salt
1798,Chickpeas Noodle bowl,Mexican,Veg,chickpeas rice onion carrot tomato chili butter turmeric,Chickpeas Noodle bowl chickpeas rice onion carrot tomato chili butter turmeric
